region,unit_id,global_key,best_channel_1idx,n_spikes,mean_fr_hz,snr,isi_violation,firing_rate,presence_ratio,num_spikes_qm,auto_qc_pass,auto_qc_fail_reasons
Amygdala,56,Amygdala_unit56,12,80,0.5391,10.3666,,0.5391,1.0,80,False,isi>0.02;n_spikes<100;num_spikes_qm_low
Amygdala,57,Amygdala_unit57,12,27,0.182,9.247,,0.182,0.5,27,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,58,Amygdala_unit58,12,54,0.3639,11.4152,,0.3639,0.5,54,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,59,Amygdala_unit59,12,42,0.283,11.6539,,0.283,0.5,42,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,60,Amygdala_unit60,12,35,0.2359,10.6666,,0.2359,0.0,35,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,61,Amygdala_unit61,13,42,0.283,11.7323,,0.283,0.5,42,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,62,Amygdala_unit62,13,50,0.337,9.4433,,0.337,0.5,50,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,63,Amygdala_unit63,13,34,0.2291,12.1302,,0.2291,0.5,34,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,64,Amygdala_unit64,13,22,0.1483,11.562,,0.1483,0.0,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,65,Amygdala_unit65,13,28,0.1887,13.2229,,0.1887,0.0,28,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,66,Amygdala_unit66,14,37,0.2493,12.2958,,0.2493,1.0,37,False,isi>0.02;n_spikes<100;num_spikes_qm_low
Amygdala,67,Amygdala_unit67,14,20,0.1348,23.908,,0.1348,0.5,20,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,68,Amygdala_unit68,6,19,0.128,8.1891,,0.128,0.5,19,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,69,Amygdala_unit69,15,81,0.5459,12.8932,,0.5459,1.0,81,False,isi>0.02;n_spikes<100;num_spikes_qm_low
Amygdala,70,Amygdala_unit70,8,15,0.1011,10.1924,,0.1011,0.0,15,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,71,Amygdala_unit71,15,59,0.3976,14.8497,,0.3976,0.5,59,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,72,Amygdala_unit72,15,64,0.4313,18.3392,,0.4313,0.0,64,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,73,Amygdala_unit73,6,22,0.1483,5.8125,,0.1483,0.5,22,False,isi>0.02;n_spikes<100;fr<0.2;presence<0.8;firing_rate_qm_low;num_spikes_qm_low
Amygdala,74,Amygdala_unit74,12,74,0.4987,9.0986,,0.4987,0.0,74,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
Amygdala,75,Amygdala_unit75,15,34,0.2291,9.9714,,0.2291,0.0,34,False,isi>0.02;n_spikes<100;presence<0.8;num_spikes_qm_low
